,data_id,modelname,perf,ensemble,min,max,flag,norm_perf
223,44137,ftt,-0.0001578042454236,1,-0.0001900982240551,-0.0001490394294588,-1,0.7865301197714691
224,44137,t2g,-0.000159282403486,1,-0.0001900982240551,-0.0001490394294588,-1,0.7505291100746772
225,44133,mlp,-8.21725252963192,1,-14.088567961023676,-2.0157812486753084,-1,0.48632644403354014
226,44133,resnet,-7.077932325692305,1,-14.088567961023676,-2.0157812486753084,-1,0.5806973818365155
227,44133,ftt,-6.126901448220068,1,-14.088567961023676,-2.0157812486753084,-1,0.659472141975324
228,44133,t2g,-3.8209704747161215,1,-14.088567961023676,-2.0157812486753084,-1,0.8504745201706896
229,469,mlp,0.3,1,0.125,0.325,1,0.8749999999999999
230,44963,ftt,-3.639813246704593,1,-4.070909026038284,-3.4113673695480364,-1,0.6536293425767346
231,469,resnet,0.2125,1,0.125,0.325,1,0.43749999999999994
232,32,mlp,0.9936363636363637,1,0.8863636363636364,0.9963636363636365,1,0.9752066115702472
233,32,resnet,0.9954545454545456,1,0.8863636363636364,0.9963636363636365,1,0.9917355371900831
234,32,ftt,0.9945454545454544,1,0.8863636363636364,0.9963636363636365,1,0.9834710743801631
235,50,mlp,0.9791666666666666,1,0.9166666666666666,1.0,1,0.7499999999999997
236,50,resnet,1.0,1,0.9166666666666666,1.0,1,1.0
237,50,ftt,1.0,1,0.9166666666666666,1.0,1,1.0
238,44126,mlp,0.8062381852551985,1,0.781663516068053,0.8279773156899811,1,0.5306122448979594
239,44126,resnet,0.8147448015122873,1,0.781663516068053,0.8279773156899811,1,0.714285714285714
240,44126,ftt,0.7930056710775047,1,0.781663516068053,0.8279773156899811,1,0.2448979591836734
241,44134,mlp,-0.001989867456807,1,-0.0061832871483433,-0.0018679203293304,-1,0.9717411908208319
242,1493,mlp,0.8,1,0.6125,0.86875,1,0.7317073170731708
243,44134,resnet,-0.0019700814428201,1,-0.0061832871483433,-0.0018679203293304,-1,0.9763262040576498
244,1493,resnet,0.8125,1,0.6125,0.86875,1,0.7804878048780487
245,44134,ftt,-0.001882837997685,1,-0.0061832871483433,-0.0018679203293304,-1,0.9965431285496115
246,1493,ftt,0.81875,1,0.6125,0.86875,1,0.8048780487804876
247,44134,t2g,-0.001893886683468,1,-0.0061832871483433,-0.0018679203293304,-1,0.9939828164727049
248,1493,t2g,0.8125,1,0.6125,0.86875,1,0.7804878048780487
249,43044,mlp,0.9895298499949664,1,0.9617436826739152,0.9976844860565792,1,0.7731092436974798
250,31,mlp,0.71,1,0.6,0.79,1,0.5789473684210524
251,43044,resnet,0.9887244538407328,1,0.9617436826739152,0.9976844860565792,1,0.7507002801120396
252,31,ftt,0.71,1,0.6,0.79,1,0.5789473684210524
253,43044,ftt,0.9942615524010872,1,0.9617436826739152,0.9976844860565792,1,0.9047619047618977
254,44131,mlp,0.794894060437652,1,0.7820423758249392,0.812955887460924,1,0.41573033707865265
255,45012,resnet,-9948.24848905575,1,-11904.984502299869,-9478.57753041035,-1,0.806433560368625
256,44131,resnet,0.7976728030566169,1,0.7820423758249392,0.812955887460924,1,0.5056179775280912
257,45012,ftt,-10271.309945669052,1,-11904.984502299869,-9478.57753041035,-1,0.6732895905581012
258,45012,t2g,-10536.405838804803,1,-11904.984502299869,-9478.57753041035,-1,0.5640350853547501
259,44131,t2g,0.8063563737408822,1,0.7820423758249392,0.812955887460924,1,0.7865168539325824
260,1479,mlp,0.5491803278688525,1,0.4672131147540984,0.9508196721311476,1,0.16949152542372886
261,1479,resnet,0.9344262295081968,1,0.4672131147540984,0.9508196721311476,1,0.9661016949152542
262,1479,ftt,0.4672131147540984,1,0.4672131147540984,0.9508196721311476,1,0.0
263,1479,t2g,0.4672131147540984,1,0.4672131147540984,0.9508196721311476,1,0.0
264,44148,mlp,-26.70388041097972,1,-35.24168438595657,-9.475341031577702,-1,0.33135489415597996
265,4534,mlp,0.964737793851718,1,0.9602169981916816,0.976491862567812,1,0.2777777777777884
266,41168,mlp,0.4893718652973489,1,0.4893718652973489,0.7448053498925244,1,0.0
267,41168,resnet,0.7278481012658228,1,0.4893718652973489,0.7448053498925244,1,0.9336138382421694
268,41168,ftt,0.7375208980176737,1,0.4893718652973489,0.7448053498925244,1,0.9714820009350165
269,1492,resnet,0.66875,1,0.0,0.74375,1,0.8991596638655461
270,41168,t2g,0.7418199187962742,1,0.4893718652973489,0.7448053498925244,1,0.9883122954651707
271,44066,mlp,-0.1748252728664516,1,-0.3070386320244391,-0.1656388548307425,-1,0.9350323019029578
272,1504,mlp,1.0,1,0.964102564102564,1.0,1,1.0
273,44066,t2g,-0.1722666547921815,1,-0.3070386320244391,-0.1656388548307425,-1,0.9531272248586368
274,1504,resnet,1.0,1,0.964102564102564,1.0,1,1.0
275,1504,ftt,1.0,1,0.964102564102564,1.0,1,1.0
276,1504,t2g,1.0,1,0.964102564102564,1.0,1,1.0
277,44125,mlp,0.8497757847533632,1,0.8168908819133034,0.8624813153961136,1,0.7213114754098364
278,44125,resnet,0.8617339312406577,1,0.8168908819133034,0.8624813153961136,1,0.9836065573770484
279,44125,ftt,0.8565022421524664,1,0.8168908819133034,0.8624813153961136,1,0.8688524590163941
280,44125,t2g,0.8452914798206278,1,0.8168908819133034,0.8624813153961136,1,0.6229508196721314
281,45714,mlp,1.0,1,0.1643059490084986,1.0,1,1.0
282,454,mlp,0.9318181818181818,1,0.8939393939393939,0.9545454545454546,1,0.6249999999999989
283,454,resnet,0.9242424242424242,1,0.8939393939393939,0.9545454545454546,1,0.4999999999999991
284,454,ftt,0.9166666666666666,1,0.8939393939393939,0.9545454545454546,1,0.37499999999999933
285,454,t2g,0.9318181818181818,1,0.8939393939393939,0.9545454545454546,1,0.6249999999999989
286,1476,mlp,0.99568655643422,1,0.8698777857656362,0.9971243709561468,1,0.9887005649717503
287,1476,resnet,0.9949676491732566,1,0.8698777857656362,0.9971243709561468,1,0.9830508474576258
288,1476,ftt,0.99568655643422,1,0.8698777857656362,0.9971243709561468,1,0.9887005649717503
289,1476,t2g,0.99568655643422,1,0.8698777857656362,0.9971243709561468,1,0.9887005649717503
290,23,mlp,0.6216216216216216,1,0.5337837837837838,0.6351351351351351,1,0.8666666666666669
291,23,resnet,0.5337837837837838,1,0.5337837837837838,0.6351351351351351,1,0.0
292,44069,mlp,-0.0149460773552721,1,-1.1206336057367634,-0.014737613754932,-1,0.9998114980053716
293,44069,resnet,-1.1206336057367634,1,-1.1206336057367634,-0.014737613754932,-1,0.0
294,44069,ftt,-0.0181947639658227,1,-1.1206336057367634,-0.014737613754932,-1,0.9968738920875414
295,1501,mlp,0.93125,1,0.89375,0.975,1,0.4615384615384616
296,1501,resnet,0.975,1,0.89375,0.975,1,1.0
297,1501,ftt,0.9375,1,0.89375,0.975,1,0.5384615384615383
298,1501,t2g,0.95,1,0.89375,0.975,1,0.6923076923076917
299,1067,mlp,0.8293838862559242,1,0.8293838862559242,0.8767772511848341,1,0.0
